LAST EDITED DATE	COUNTRY	COUNTRY CODE	STATE	STATE CODE	COUNTY	COUNTY CODE	IBA CODE	BCR CODE	USFWS CODE	ATLAS BLOCK	LOCALITY	LOCALITY ID	LOCALITY TYPE	LATITUDE	LONGITUDE	OBSERVATION DATE	TIME OBSERVATIONS STARTED	OBSERVER ID	SAMPLING EVENT IDENTIFIER	PROTOCOL TYPE	PROTOCOL CODE	PROJECT CODE	DURATION MINUTES	EFFORT DISTANCE KM	EFFORT AREA HA	NUMBER OBSERVERS	ALL SPECIES REPORTED	GROUP IDENTIFIER	TRIP COMMENTS	
2024-01-02 13:23:58.156371	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-21		obsr162387	S21358432	Incidental	P20	EBIRD				1	1			
2021-12-11 10:13:11.791875	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-05	07:00:00	obsr971049	S98291159	Traveling	P22	EBIRD	480	8.047		3	1	G7515893		
2023-10-24 18:32:46.346726	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-08-15	06:00:00	obsr101311	S20006813	Traveling	P22	EBIRD	600	3.219		5	1	G1893741		
2024-02-28 17:45:41.067712	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-09-29	05:30:00	obsr1334452	S67979502	Historical	P62	EBIRD					1		Originally entered in My Birding from HBW Alive (birdlist ID: 1292886). Prepared and uploaded by eBird staff; taxonomy updated and locations reconciled. <br><br>Original My Birding birdlist title: <b>Mitú Cachivera, Mitú (29 Sep 2014 05:30)</b>. Original territory and coordinates: Colombia (1.2118, -70.23259). <br /><br /><b>Birdlist Comments: </b>Also full day on 2 October	
2023-10-24 18:32:41.033256	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-08-15	06:00:00	obsr162605	S31204370	Traveling	P22	EBIRD	600	3.219		5	1	G1893741		
2021-12-11 10:13:11.791875	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-05	07:00:00	obsr1461705	S98738086	Traveling	P22	EBIRD	480	8.047		3	1	G7515893		
2024-01-02 13:23:58.862072	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-03-21		obsr162387	S18250331	Incidental	P20	EBIRD				1	1			
2023-10-24 18:32:40.786563	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-08-15	06:00:00	obsr915176	S36558796	Traveling	P22	EBIRD	600	3.219		5	1	G1893741		
2023-10-24 06:13:40.295059	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-10-19		obsr162605	S31130484	Historical	P62	EBIRD				9	1	G1887328	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2018-08-07 18:01:31	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-08-17	05:45:00	obsr101311	S20013882	Traveling	P22	EBIRD	660	4.828		5	1	G1893745		
2024-01-02 13:24:08.58	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-11-08	06:00:00	obsr971049	S98294807	Traveling	P22	EBIRD	540	8.047		3	1	G7515878		
2024-01-02 13:24:08.772358	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-07-19	06:00:00	obsr693372	S27529984	Traveling	P22	EBIRD	690	18.000		5	1		Birded the road to Santa Cruz and Microcentral Eléctrica (MCH). With Miguel Portura & Agripino.	
2023-10-24 06:13:14.86622	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-10-19		obsr532139	S30803208	Historical	P62	EBIRD				9	1	G1887328	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2023-10-23 12:32:57.025585	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-02-03	05:50:00	obsr142759	S17496428	Traveling	P22	EBIRD	400	2.736		12	1			
2020-10-08 07:08:15	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-03-18		obsr162387	S18250282	Incidental	P20	EBIRD				1	1			
2020-10-08 07:17:28	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-03-19		obsr162387	S18250362	Incidental	P20	EBIRD				1	1			
2020-03-30 05:13:53	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-03-25	06:00:00	obsr162387	S18250359	Incidental	P20	EBIRD				1	1			
2020-08-12 21:13:29	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-10-18		obsr915176	S36558791	Historical	P62	EBIRD				9	1	G1887329	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide	
2024-01-02 13:24:09.075738	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-11-17	05:54:00	obsr162387	S21358437	Incidental	P20	EBIRD				1	1			
2024-01-02 13:24:09.138542	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-11-26	06:00:00	obsr215180	S20869583	Traveling	P22	EBIRD	540	8.000		10	1			
2024-01-02 13:24:09.044236	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-11-18	06:20:00	obsr162387	S21358436	Incidental	P20	EBIRD				1	1			
2023-04-23 12:37:24.859322	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-08-15	06:00:00	obsr107352	S40901843	Traveling	P22	EBIRD	600	3.219		5	1	G1893741		
2020-10-08 12:51:32	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-22	05:45:00	obsr162387	S21358313	Incidental	P20	EBIRD				1	1			
2020-08-21 11:12:21	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-07-22	06:00:00	obsr693372	S27542984	Traveling	P22	EBIRD	180	3.000		4	1		Birded this site before taking flight back to Bogotá. With Miguel Portura.	
2020-03-30 05:13:53	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-24	07:00:00	obsr738493	S37935512	Traveling	P22	EBIRD	300	8.047		12	1			
2020-03-30 05:13:53	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-01-21	05:15:00	obsr431114	S60404849	Traveling	P22	EBIRD	540	9.656		1	1			
2020-03-30 05:13:53	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-01-15	05:15:00	obsr431114	S60404519	Traveling	P22	EBIRD	600	9.656		1	1			
2020-03-30 05:13:53	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-03-17		obsr162387	S18250253	Incidental	P20	EBIRD				1	1			
2018-08-07 18:01:31	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-08-17	05:45:00	obsr162605	S31204378	Traveling	P22	EBIRD	660	4.828		5	1	G1893745		
2020-08-12 21:13:29	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-10-18		obsr532139	S30803370	Historical	P62	EBIRD				9	1	G1887329	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide	
2020-08-12 21:13:29	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-10-18		obsr162605	S31130485	Historical	P62	EBIRD				9	1	G1887329	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide	
2019-10-05 00:03:20	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-01-24	05:35:00	obsr431114	S60354472	Traveling	P22	EBIRD	480	11.265		1	1		Intermittent rain	
2023-10-24 06:20:06.462445	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-10-19		obsr915176	S36558788	Historical	P62	EBIRD				9	1	G1887328	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2024-01-02 13:23:58.52389	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-04-23	05:50:00	obsr1704441	S71812732	Traveling	P22	EBIRD	690	12.000		4	1			
2023-10-24 18:32:36.441233	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-01-06	05:40:00	obsr142759	S17516871	Traveling	P22	EBIRD	200	3.541		12	1			
2020-05-18 08:48:51	Colombia	CO	Vaupés	CO-VAU							Senda Mitú Cachivera	L1450896	H	1.2205831	-70.2384067	2014-11-24	06:13:00	obsr215180	S20864302	Traveling	P22	EBIRD	500	5.000		10	1		Submitted from  BirdLog SA for Android v1.9.6	
2018-08-07 18:01:31	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-08-17	05:45:00	obsr915176	S36558759	Traveling	P22	EBIRD	660	4.828		5	1	G1893745		
2023-02-01 19:53:11.403123	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-08-17	05:45:00	obsr107352	S40901838	Traveling	P22	EBIRD	660	4.828		5	1	G1893745		
2024-01-02 13:24:08.560397	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-03-24	06:54:00	obsr162387	S18250330	Incidental	P20	EBIRD				1	1			
2024-01-02 13:24:09.259749	Colombia	CO	Vaupés	CO-VAU							Camino Santa Cruz y Sendas	L1450948	H	1.1190923	-70.0826454	2014-11-08	06:00:00	obsr1461705	S101164189	Traveling	P22	EBIRD	540	8.047		3	1	G7515878		
2017-05-05 09:32:07	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-08-19	05:30:00	obsr915176	S36558768	Traveling	P22	EBIRD	615	4.828		5	1	G1893747		
2024-01-02 13:24:13.422503	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-10-22		obsr532139	S30803209	Historical	P62	EBIRD				8	1	G1887323	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales	
2024-01-02 13:24:13.464726	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-10-22		obsr162605	S31130475	Historical	P62	EBIRD				8	1	G1887323	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales	
2024-01-02 13:24:13.500886	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-10-22		obsr915176	S36558781	Historical	P62	EBIRD				8	1	G1887323	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales	
2016-08-22 20:10:27	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-08-19	05:30:00	obsr162605	S31204380	Traveling	P22	EBIRD	615	4.828		5	1	G1893747		
2016-08-22 20:10:36	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr162605	S31204382	Traveling	P22	EBIRD	720	2.414		5	1	G1893749		
2016-08-25 14:11:20	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-14	14:45:00	obsr162605	S31204358	Traveling	P22	EBIRD	180	0.805		5	1	G1893738	drove to end of road and then walked off the road a short way	
2020-08-11 21:04:03	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-21		obsr162605	S31130479	Historical	P62	EBIRD				9	1	G1887325	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2017-05-05 09:32:17	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-21	05:30:00	obsr915176	S36558777	Traveling	P22	EBIRD	240	1.609		5	1	G1893750		
2016-08-22 20:10:38	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-21	05:30:00	obsr162605	S31204384	Traveling	P22	EBIRD	240	1.609		5	1	G1893750		
2024-01-02 13:24:19.986601	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-04	06:00:00	obsr1334452	S67979480	Historical	P62	EBIRD					1		Originally entered in My Birding from HBW Alive (birdlist ID: 1291482). Prepared and uploaded by eBird staff; taxonomy updated and locations reconciled. <br><br>Original My Birding birdlist title: <b>Bocatoma (Pipeline) trail, Mitú (04 Oct 2014 06:00)</b>. Original territory and coordinates: Colombia (1.21546, -70.23049). <br /><br /><b>Birdlist Comments: </b>	
2024-01-02 13:24:20.185339	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-11-23	14:00:00	obsr738493	S37934923	Historical	P62	EBIRD	300			12	1			
2024-01-02 13:24:20.155499	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-11-27	06:00:00	obsr215180	S20919628	Traveling	P22	EBIRD	240	5.000		10	1			
2023-02-01 19:30:36.980369	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-08-19	05:30:00	obsr107352	S40901833	Traveling	P22	EBIRD	615	4.828		5	1	G1893747		
2017-05-05 09:31:48	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-14	14:45:00	obsr915176	S36558756	Traveling	P22	EBIRD	180	0.805		5	1	G1893738	drove to end of road and then walked off the road a short way	
2017-12-04 07:50:52	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr101311	S20204798	Traveling	P22	EBIRD	660	2.414		5	1	G2769495		
2017-12-04 07:50:47	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr107352	S40901827	Traveling	P22	EBIRD	720	2.414		5	1	G1893749		
2017-05-05 09:32:13	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr915176	S36558773	Traveling	P22	EBIRD	720	2.414		5	1	G1893749		
2016-08-17 14:02:59	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-16		obsr162605	S31130491	Historical	P62	EBIRD				7	1	G1887331	Guided tour with Diego Calderon of Colombia Birding; beginning of trail only	
2020-08-11 21:04:03	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-21		obsr915176	S36558783	Historical	P62	EBIRD				9	1	G1887325	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2024-01-02 13:24:20.522174	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-11-04	06:30:00	obsr971049	S98290252	Traveling	P22	EBIRD	540	9.656		3	1	G7515898		
2024-01-02 13:24:20.580127	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-11-04	06:30:00	obsr1461705	S98738091	Traveling	P22	EBIRD	540	9.656		3	1	G7515898		
2022-10-26 10:32:38.070874	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-11-20	06:18:00	obsr162387	S21358434	Incidental	P20	EBIRD				1	1			
2022-10-26 13:13:43.276007	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-07-18	06:00:00	obsr693372	S27525937	Traveling	P22	EBIRD	720	15.000		4	1		Birded the white sand forests of Ceimá Cachivera in the morning, and the road to the landfill in the afternoon (3-6pm).	
2022-10-26 13:12:53.340761	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-02-04	06:00:00	obsr142759	S17515050	Traveling	P22	EBIRD	610	6.437		12	1			
2019-10-06 20:03:33	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-18	06:00:00	obsr431114	S60410696	Traveling	P22	EBIRD	510	12.875		1	1			
2019-10-06 17:06:04	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-16	18:00:00	obsr431114	S60405337	Traveling	P22	EBIRD	600	12.875		1	1			
2019-10-06 20:20:45	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-19	05:15:00	obsr431114	S60411221	Traveling	P22	EBIRD	540	16.093		1	1			
2019-10-07 20:02:27	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-23	05:15:00	obsr431114	S60412350	Traveling	P22	EBIRD	540	11.265		1	1			
2024-04-18 03:18:09.318902	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-04	05:15:00	obsr1704441	S69045185	Traveling	P22	EBIRD	740	6.500		5	1		with Guy Kirwan	
2016-08-22 20:10:38	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-21	05:30:00	obsr101311	S20244694	Traveling	P22	EBIRD	240	1.609		5	1	G1893750		
2022-10-26 03:01:25.876109	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-25	05:30:00	obsr431114	S60412607	Traveling	P22	EBIRD	420	11.265		1	1			
2016-08-17 14:02:59	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-16		obsr532139	S30798126	Historical	P62	EBIRD				7	1	G1887331	Guided tour with Diego Calderon of Colombia Birding; beginning of trail only	
2016-08-22 20:10:36	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr101311	S20244633	Traveling	P22	EBIRD	720	2.414		5	1	G1893749		
2020-08-11 21:04:02	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-21		obsr532139	S30798127	Historical	P62	EBIRD				9	1	G1887325	Guided tour with Diego Calderon of Colombia Birding, Jorgé Gonzales and indigenous guide Miguel	
2024-01-02 13:24:13.216398	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-11-06	07:00:00	obsr971049	S98376779	Traveling	P22	EBIRD	540	8.047		3	1	G7515888		
2024-01-02 13:24:13.179343	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-11-06	07:00:00	obsr1461705	S98738081	Traveling	P22	EBIRD	540	8.047		3	1	G7515888		
2024-01-02 13:24:13.133924	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-07-21	06:00:00	obsr693372	S27540106	Traveling	P22	EBIRD	690	5.000		4	1		With local guide Miguel Portura.	
2024-01-02 13:24:13.073737	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-11-25	07:00:00	obsr738493	S37937119	Traveling	P22	EBIRD	600	9.656		12	1			
2024-01-02 13:24:13.022778	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-05-02	06:00:00	obsr693372	S27669842	Traveling	P22	EBIRD	720	10.000		8	1		Birding with friends (Luis Miguel Renjifo, Ana María Castaño et al.). List includes birds seen on May 2, 3 & 4 (2014).	
2024-01-02 13:24:12.970076	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-04-29	06:00:00	obsr693372	S27667150	Traveling	P22	EBIRD	720	15.000		8	1		Birding with a group of friends (Luis Miguel Renjifo, Ana María Castaño et al.). List holds birds seen in two full days of birding (April 29 & 30).	
2024-01-02 13:24:12.632604	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-03-20		obsr162387	S18250361	Incidental	P20	EBIRD				1	1			
2024-05-18 10:33:29.400746	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-11-25	07:05:00	obsr215180	S20864707	Traveling	P22	EBIRD	500	7.001		10	1		Submitted from  BirdLog SA for Android v1.9.6	
2016-08-22 20:10:27	Colombia	CO	Vaupés	CO-VAU							Ceima Cachivera	L1451759	H	1.2221020	-70.1615238	2014-08-19	05:30:00	obsr101311	S20204622	Traveling	P22	EBIRD	615	4.828		5	1	G1893747		
2017-12-04 07:50:46	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-21	05:30:00	obsr107352	S40901825	Traveling	P22	EBIRD	240	1.609		5	1	G1893750		
2017-07-03 08:29:46	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-11-27	07:00:00	obsr738493	S37942130	Traveling	P22	EBIRD	240	4.828		12	1			
2017-12-04 07:50:52	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-20	05:45:00	obsr107352	S40901830	Traveling	P22	EBIRD	660	2.414		5	1	G2769495		
2017-05-05 09:31:53	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-10-16		obsr915176	S36558758	Historical	P62	EBIRD				7	1	G1887331	Guided tour with Diego Calderon of Colombia Birding; beginning of trail only	
2019-10-06 20:31:50	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-01-20	05:15:00	obsr431114	S60411516	Traveling	P22	EBIRD	480	12.875		1	1			
2024-04-06 14:19:30.757696	Colombia	CO	Vaupés	CO-VAU							Senda Bocatoma (Pipeline Trail)	L1451781	H	1.2218274	-70.2285361	2014-08-02	07:00:00	obsr162605	S160465665	Historical	P62	EBIRD	600	5.000		5	1		Red-billed Ground-Cuckoo day at the BOCATOMA near Mitú	
2021-12-11 10:13:01.301411	Colombia	CO	Vaupés	CO-VAU							Macquena	L17014079	P	1.3008590	-70.1632550	2014-11-10	07:00:00	obsr1461705	S98738053	Traveling	P22	EBIRD	480	9.656		3	1	G7515868	Macquena N01.27862 W 070.09225	
2021-12-11 10:13:01.301411	Colombia	CO	Vaupés	CO-VAU							Macquena	L17014079	P	1.3008590	-70.1632550	2014-11-10	07:00:00	obsr971049	S98331685	Traveling	P22	EBIRD	480	9.656		3	1	G7515868	Macquena N01.27862 W 070.09225	
2024-01-02 13:24:34.679858	Colombia	CO	Vaupés	CO-VAU							Urania vicinity	L2565660	P	1.2705093	-70.2171052	2014-02-03	15:00:00	obsr142759	S17496773	Traveling	P22	EBIRD	220	8.047		12	1			
2023-10-24 06:02:06.198373	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L2566078	P	1.1794930	-70.1696280	2014-02-05	06:40:00	obsr142759	S17515529	Traveling	P22	EBIRD	570	7.644		12	1			
2015-07-20 21:07:42	Colombia	CO	Vaupés	CO-VAU							Mitú	L2831310	P	1.2516552	-70.2309608	2014-03-27		obsr162387	S18249883	Incidental	P20	EBIRD				1	1		.  Airport.	
2016-08-22 20:09:40	Colombia	CO	Vaupés	CO-VAU							Bocatoma trail area near Mitu	L3104891	P	1.2286580	-70.2362072	2014-08-14	14:45:00	obsr101311	S20006639	Traveling	P22	EBIRD	180	0.805		5	1	G1893738	drove to end of road and then walked off the road a short way	
2017-12-04 07:51:15	Colombia	CO	Vaupés	CO-VAU							Bocatoma trail area near Mitu	L3104891	P	1.2286580	-70.2362072	2014-08-14	14:45:00	obsr107352	S40901840	Traveling	P22	EBIRD	180	0.805		5	1	G1893738	drove to end of road and then walked off the road a short way	
2016-08-22 20:10:12	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3105634	P	1.1323335	-70.1170421	2014-08-16	06:00:00	obsr162605	S31204374	Traveling	P22	EBIRD	720	4.828		5	1	G1893742		
2017-12-04 07:51:12	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3105634	P	1.1323335	-70.1170421	2014-08-16	06:00:00	obsr107352	S40901839	Traveling	P22	EBIRD	720	4.828		5	1	G1893742		
2016-08-22 20:10:12	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3105634	P	1.1323335	-70.1170421	2014-08-16	06:00:00	obsr101311	S20013729	Traveling	P22	EBIRD	720	4.828		5	1	G1893742		
2017-05-05 09:32:00	Colombia	CO	Vaupés	CO-VAU							Pueblo Nuevo	L3105634	P	1.1323335	-70.1170421	2014-08-16	06:00:00	obsr915176	S36558761	Traveling	P22	EBIRD	720	4.828		5	1	G1893742		
2018-08-07 18:01:31	Colombia	CO	Vaupés	CO-VAU							MCH road at Cano River/Santa Cruz	L3116400	P	1.1223300	-70.0937700	2014-08-17	05:45:00	obsr915176	S36558762	Traveling	P22	EBIRD	720	4.023		5	1	G1893744		
2018-08-07 18:01:31	Colombia	CO	Vaupés	CO-VAU							MCH road at Cano River/Santa Cruz	L3116400	P	1.1223300	-70.0937700	2014-08-17	05:45:00	obsr101311	S20193976	Traveling	P22	EBIRD	720	4.023		5	1	G1893744		
